id,MovieName,Genre,Directors,Stars,Overviews,Watch_time,Year_of_Release,Meta_Score,Votes,Gross_Collection(M$)
52451,The Three Musketeers,"Action, Adventure, Romance",Richard Lester,"Oliver Reed, Raquel Welch, Richard Chamberlain, Michael York","A young swordsman comes to Paris and faces villains, romance, adventure and intrigue with three Musketeer friends.",110,1994,89,17357,15.24
,An Action Hero,"Action, Comedy, Crime",Anirudh Iyer,"Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar","Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.",123,1983,53,18678,2.31
10147,Bad Santa,"Comedy, Crime, Drama",Terry Zwigoff,"Billy Bob Thornton, Bernie Mac, Lauren Graham, John Ritter",A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,106,1991,59,21506,10.44
70667,God Bless America,"Action, Comedy, Crime",Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton","On a mission to rid society of its most repellent citizens, terminally ill Frank makes an unlikely accomplice in 16-year-old Roxy.",182,1961,79,14931,26.62
759,One Night in Miami...,Drama,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge, Leslie Odom Jr.","A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s.",105,2010,81,93333,5.79
,Hatari!,"Action, Adventure, Comedy",Howard Hawks,"John Wayne, Elsa Martinelli, Hardy Krüger, Red Buttons",A group of men trap wild animals in Africa and sell them to zoos before the arrival of a female wildlife photographer threatens to change their ways.,87,2021,59,47591,16.94
127560,The Railway Man,"Biography, Drama, Romance",Jonathan Teplitzky,"Colin Firth, Nicole Kidman, Stellan Skarsgård, Jeremy Irvine","A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him.",155,2013,59,47591,16.94
10142,Breathe,"Biography, Drama, Romance",Andy Serkis,"Andrew Garfield, Claire Foy, Hugh Bonneville, Ed Speleers","The inspiring true love story of Robin and Diana Cavendish, an adventurous couple who refuse to give up in the face of a devastating disease.",119,1988,71,21082,5.68
156700,The Seven Year Itch,"Comedy, Romance",Billy Wilder,"Marilyn Monroe, Tom Ewell, Evelyn Keyes, Sonny Tufts","When his family goes away for the summer, a hitherto faithful husband with an overactive imagination is tempted by a beautiful neighbor.",109,1965,66,47591,16.94
,A Love Song for Bobby Long,Drama,Shainee Gabel,"Scarlett Johansson, John Travolta, Gabriel Macht, Deborah Kara Unger",A headstrong young woman returns to New Orleans after the death of her estranged mother.,103,1976,60,30699,33.83
,Chopper,"Biography, Crime, Drama",Andrew Dominik,"Eric Bana, Simon Lyndon, Vince Colosimo, Renée Brack","Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.",144,1972,59,10914,3.3
,Silkwood,"Biography, Drama, History",Mike Nichols,"Meryl Streep, Kurt Russell, Cher, Craig T. Nelson","A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",122,1973,53,20167,0.95
13776,Diner,"Comedy, Drama",Barry Levinson,"Steve Guttenberg, Mickey Rourke, Kevin Bacon, Daniel Stern",A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.,120,2006,40,28990,3.96
1770,Michael Collins,"Biography, Drama, Thriller",Neil Jordan,"Liam Neeson, Aidan Quinn, Julia Roberts, Ian Hart","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",98,2018,75,38458,5.47
203819,Orlando,"Biography, Drama, Fantasy",Sally Potter,"Tilda Swinton, Billy Zane, Quentin Crisp, Jimmy Somerville","After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world.",107,2021,80,47591,16.94
82684,Chasing Mavericks,"Biography, Drama, Sport",Michael Apted,"Curtis Hanson, Jonny Weston, Gerard Butler, Elisabeth Shue, Abigail Spencer","When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.",114,2018,90,47591,16.94
401847,Kinky Boots,"Comedy, Drama, Music",Julian Jarrold,"Chiwetel Ejiofor, Joel Edgerton, Sarah-Jane Potts, Jemima Rooper","A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat.",97,2022,79,47591,16.94
11307,Trial by Fire,"Biography, Drama",Edward Zwick,"Jack O'Connell, Laura Dern, Emily Meade, Chris Coy","The tragic and controversial story of Cameron Todd Willingham, who was sentenced to death in Texas for killing his three children even after scientific evidence and expert testimony bolstered his claims of innocence.",77,2009,63,47591,16.94
,El buen patrón,"Comedy, Drama",Fernando León de Aranoa,"Javier Bardem, Manolo Solo, Almudena Amor, Óscar de la Fuente","Awaiting a visit by a committee that could give his company an award for excellence, the owner of an industrial scales manufacturing business tries to resolve any problems from his workers in enough time.",93,1975,69,11293,8.72
,Wild Rose,"Drama, Music",Tom Harper,"Jessie Buckley, Matt Costello, Jane Patterson, Lesley Hart",A troubled young Glaswegian woman dreams of becoming a Nashville country star.,87,1983,59,47591,16.94
7859,Half Nelson,Drama,Ryan Fleck,"Ryan Gosling, Anthony Mackie, Shareeka Epps, Jeff Lima",An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.,149,2020,59,47591,16.94
,First Cow,"Drama, Western",Kelly Reichardt,"Alia Shawkat, John Magaro, Dylan Smith, Ryan Findley","A skilled cook has traveled west and joined a group of fur trappers in Oregon, though he only finds true connection with a Chinese immigrant also seeking his fortune. Soon the two collaborate on a successful business.",104,1969,67,11294,25.89
,Ich bin dein Mensch,"Comedy, Drama, Romance",Maria Schrader,"Maren Eggert, Dan Stevens, Sandra Hüller, Hans Löw","In order to obtain research funds for her studies, a scientist accepts an offer to participate in an extraordinary experiment: for three weeks, she is to live with a humanoid robot, created to make her happy.",104,1949,87,47591,16.94
530723,The Great Mouse Detective,"Animation, Adventure, Family",Ron Clements,"Burny Mattinson, David Michener, John Musker, Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek","Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",101,2005,59,47591,16.94
17130,Crossroads,"Drama, Music, Mystery",Walter Hill,"Ralph Macchio, Joe Seneca, Jami Gertz, Joe Morton",A wannabe blues-guitar virtuoso seeks a long-lost song by legendary musician Roberto Johnson.,94,1948,59,47591,16.94
17664,The Parallax View,"Drama, Thriller",Alan J. Pakula,"Warren Beatty, Paula Prentiss, William Daniels, Walter McGinn",An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,140,2012,65,43430,2.71
9283,3 Godfathers,"Drama, Western",John Ford,"John Wayne, Pedro Armendáriz, Harry Carey Jr., Ward Bond",Three outlaws on the run risk their freedom and their lives to return a newborn to civilization.,119,1986,80,17764,31.85
43923,It's Kind of a Funny Story,"Comedy, Drama, Romance",Anna Boden,"Ryan Fleck, Keir Gilchrist, Zach Galifianakis, Emma Roberts, Dana DeVestern",A clinically-depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,120,1984,71,23934,1.46
9078,Dangerous Beauty,"Biography, Drama, Romance",Marshall Herskovitz,"Catherine McCormack, Rufus Sewell, Oliver Platt, Fred Ward","A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",118,1982,61,22685,7
12586,Bella,"Drama, Romance",Alejandro Monteverde,"Eduardo Verástegui, Tammy Blanchard, Manny Perez, Angélica Aragón",A chef with a mysterious past spends the day with a waitress who needs a friend.,73,1942,85,24176,4
,The Panic in Needle Park,Drama,Jerry Schatzberg,"Al Pacino, Kitty Winn, Alan Vint, Richard Bright","Follows the lives of heroin addicts who frequent ""Needle Park"" in New York City.",118,1982,61,22685,7
424488,Balto,"Animation, Adventure, Drama",Simon Wells,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings","An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.",73,1942,85,24176,4
9766,Gridiron Gang,"Biography, Crime, Drama",Phil Joanou,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",123,2018,83,47591,16.94
,Como agua para chocolate,"Drama, Romance",Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez","When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",105,2017,59,13227,0.3
2322,Flickan som lekte med elden,"Action, Crime, Drama",Daniel Alfredson,"Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson","As computer hacker Lisbeth and journalist Mikael investigate a sex-trafficking ring, Lisbeth is accused of three murders, causing her to go on the run while Mikael works to clear her name.",142,1993,62,44536,0.11
,Valerie a týden divu,"Adventure, Drama, Fantasy",Jaromil Jires,"Jaroslava Schallerová, Helena Anýzová, Petr Kopriva, Jirí Prýmek","Surreal tale in which love, fear, sex and religion merge into one fantastic world, based on a classical Czech novel of the same title.",139,2005,46,24154,0.08
,Father of the Bride,"Comedy, Drama, Romance",Vincente Minnelli,"Spencer Tracy, Joan Bennett, Elizabeth Taylor, Don Taylor","The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",139,2008,69,36623,0.13
,Goodbye Christopher Robin,"Biography, Drama, Family",Simon Curtis,"Domhnall Gleeson, Margot Robbie, Kelly Macdonald, Vicki Pepperdine","The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.",111,1990,93,17330,15.45
,Big Jake,"Drama, Western",George Sherman,"John Wayne, John Wayne, Richard Boone, Maureen O'Hara, Patrick Wayne","In 1909, when John Fain's gang kidnaps Jacob McCandles' grandson and holds him for ransom, Big Jake sets out to rescue the boy.",134,2008,59,46921,1.8
465914,The Whistleblower,"Biography, Crime, Drama",Larysa Kondracki,"Rachel Weisz, Monica Bellucci, Vanessa Redgrave, David Strathairn","A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex trafficking scandal.",118,2017,59,10914,0.09
10858,Nixon,"Biography, Drama, History",Oliver Stone,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris","A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",102,1971,89,47591,16.94
628534,On the Beach,"Drama, Romance, Sci-Fi",Stanley Kramer,"Gregory Peck, Ava Gardner, Fred Astaire, Anthony Perkins","After a global nuclear war, the residents of Australia must come to terms with the fact that all life will be destroyed in a matter of months.",91,2012,53,47591,16.94
,99 Homes,"Crime, Drama",Ramin Bahrani,"Andrew Garfield, Michael Shannon, Laura Dern, Clancy Brown",A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,106,2015,82,31582,2.99
,Three O'Clock High,Comedy,Phil Joanou,"Casey Siemaszko, Annie Ryan, Richard Tyson, Stacey Glick","A nerd gets himself in hot water with the new bully, a quiet bad boy who challenges him to fight on the grounds of their high school after the day's end.",112,1991,63,19659,16.37
,The Fly,"Drama, Horror, Sci-Fi",Kurt Neumann,"David Hedison, Patricia Owens, Vincent Price, Herbert Marshall",A scientist has a horrific accident when he tries to use his newly invented teleportation device.,72,1954,59,47591,16.94
766798,La Vénus à la fourrure,Drama,Roman Polanski,"Emmanuelle Seigner, Mathieu Amalric",An actress attempts to convince a director how she's perfect for a role in his upcoming production.,100,1998,59,13416,2.64
,Help!,"Adventure, Comedy, Musical",Richard Lester,"John Lennon, Paul McCartney, George Harrison, Ringo Starr","Sir Ringo Starr finds himself the human sacrifice target of a cult, and his fellow members of The Beatles must try to protect him from it.",103,1994,72,25656,2.1
,Pelé: Birth of a Legend,"Biography, Drama, Sport",Jeff Zimbalist,"Michael Zimbalist, Vincent D'Onofrio, Rodrigo Santoro, Diego Boneta, Seu Jorge",Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.,112,1973,72,18069,9
